CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER,CLUSTER_KMEANS,CLUSTER_AGGLOMERATIVE,CLUSTER_DBSCAN,CLUSTER_GMM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
C11899,91.231825,0.636364,736.91,32.71,704.2,0.0,0.583333,0.083333,0.5,0.0,0,8,6000.0,960.373775,175.898057,1.0,12,1,1,1,0,6,2.99077054748707,-1.3620114731565731,1.2849458809012477,0.6287852075794944,0.7203021705369176,0.5483638762922046,0.5400341332078298,-0.45683143780571983
C11900,915.717703,1.0,55.49,0.0,55.49,0.0,0.416667,0.0,0.416667,0.0,0,7,1000.0,1221.513652,10800.04619,0.083333,12,1,1,1,0,5,-0.37546053192783363,-0.18128480022987672,-3.56331620043122,0.16168038219241662,1.4970052571169714,-0.6622506312455851,-0.18082262946639333,-0.7916247102734093
C11901,1216.594927,1.0,878.64,757.8,120.84,155.804123,0.75,0.75,0.166667,0.166667,2,20,1200.0,654.24428,1296.173027,0.0,12,1,1,0,0,3,0.10110235646249269,2.486249921046772,-1.4956716763368316,-1.014407095840831,-1.0439161940285449,-0.802411982501681,-1.0486525249030396,1.1357939808993376
C11902,5941.271179,1.0,279.36,0.0,279.36,905.982826,0.666667,0.0,0.666667,0.083333,2,16,6000.0,3140.402423,2949.001145,0.0,12,0,0,0,0,3,-1.2682523504527936,2.680153138231793,-1.478465495000857,1.4147633672018802,0.7314994068278742,0.7156259890667701,-0.06201037479108471,-0.9514500809308829
C11903,3817.693096,1.0,4974.27,3825.87,1148.4,0.0,1.0,0.25,1.0,0.0,0,33,5000.0,6752.531183,1468.156345,0.0,12,1,1,1,0,5,3.3476181790983603,2.8003383089233984,-1.3609569330316889,-0.23535142595992883,0.8420591560164549,-0.13800092467591107,-0.3016725749304143,-1.2238507321521024
C11904,0.0,0.0,369.36,0.0,369.36,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,431.443959,,0.0,12,1,1,1,0,6,2.6252109814505946,-3.1744517162587207,-0.4423786004546157,1.6563373218826822,-1.1346855202026478,2.2060443254743722,-1.6204542493899858,-0.45011290066751153
C11905,1276.941373,1.0,2196.54,1037.8,1158.74,0.0,1.0,0.333333,1.0,0.0,0,44,1000.0,1410.009813,3446.470208,0.0,12,1,1,1,0,5,2.599784313983715,2.1486055968546967,-3.365892233211631,0.05481596294957804,0.017396579519559616,-0.7867289844932954,-0.9275113582889241,-0.12029840684725226
C11906,8099.879299,1.0,2352.0,1161.47,1190.53,389.680166,1.0,0.833333,1.0,0.25,4,50,12500.0,1863.944131,1830.532435,0.0,12,1,1,0,0,3,1.1257250148862605,4.643439331522436,-0.42389829561601083,0.27676909368084546,-0.6056333114677871,1.1463520763157076,0.6189003727367394,0.7617645420374126
C11907,86.694598,0.5,0.0,0.0,0.0,465.455995,0.0,0.0,0.0,0.1,1,0,1500.0,543.82992,64.977254,0.0,10,0,0,0,0,1,-3.0469993788713556,-3.2622389107854697,1.8880249504099986,0.37176165065976596,-0.4698494713042099,-0.5431478594834006,-0.23324148090741817,-0.09563742063049445
C11908,78.910866,0.909091,828.14,301.0,527.14,0.0,0.416667,0.333333,0.166667,0.0,0,9,2600.0,903.603701,519.561892,0.285714,12,1,1,1,0,6,2.3824091715962847,-0.5658501985516747,-0.22659886182216624,-0.9065164262382641,0.19431691542270593,0.10314818308562697,0.007531759916741713,0.06478157132328694
C11909,52.776167,1.0,508.94,508.94,0.0,0.0,1.0,1.0,0.0,0.0,0,12,3000.0,478.833594,164.997774,0.4,12,1,1,1,0,0,2.617239194752508,-0.6311128133022655,0.6991550026975172,-1.939800175541597,0.013453794224982803,-0.8686369694449327,0.7627731515262404,2.098955874500286
C11910,109.140973,1.0,319.62,319.62,0.0,0.0,0.666667,0.666667,0.0,0.0,0,13,3500.0,597.96043,168.622192,0.0,12,1,1,1,0,6,1.7887221840271765,-0.7436709818183216,0.2387439138278665,-2.121046886575157,0.2780169048926658,-0.406914567440252,0.4004210619547918,1.275956746578322
C11911,2586.533933,1.0,400.0,400.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,886.663668,939.459896,0.0,12,1,1,1,0,5,0.16238079650006865,0.05775210220048873,-1.8510057643984195,-2.7663359729304062,0.7063832643527281,-0.4292701106488794,-0.34081812923938426,-1.424064328070509
C11912,6668.440979,1.0,5596.11,2880.91,2715.2,2790.317276,1.0,0.583333,1.0,0.166667,14,110,16000.0,17068.96724,6687.965212,0.083333,12,1,1,0,0,3,1.0648205370508865,5.865919684293748,0.6595809924404265,0.928865583324011,-0.26584073110151835,1.486246448314655,0.3921709939617603,-0.05358290176309833
C11913,2539.279598,1.0,820.42,820.42,0.0,879.324856,0.666667,0.666667,0.0,0.166667,2,19,3000.0,757.327536,686.941106,0.0,12,0,0,0,0,3,-0.7865888744359801,2.581408223122451,-0.23498658236544046,-1.6980057301273999,-0.9260445698388897,-0.38618813337552566,-0.485420844753451,1.1270170795522856
C11914,2154.354852,1.0,104.0,104.0,0.0,91.406322,0.090909,0.090909,0.0,0.090909,1,1,6000.0,732.471319,512.458262,0.0,11,0,0,0,0,4,-1.3739538812978087,0.21083528744160973,-0.06134664498083963,-1.6556424911733414,-0.0679068941976105,0.19521723229975893,0.5857802108348206,-0.8201065609006681
C11915,2720.959921,1.0,66.49,0.0,66.49,457.611102,0.166667,0.0,0.166667,0.333333,7,3,3000.0,967.657856,1317.330243,0.0,12,0,0,0,0,3,-2.731556450696983,1.2910992783506599,-1.12821106562262,0.49271961674882325,0.1848634989163673,0.276976034306002,-0.5648139492519473,-0.5523797617820697
C11916,693.643988,1.0,358.91,152.0,206.91,0.0,1.0,0.25,1.0,0.0,0,39,5000.0,338.79121,170.609681,0.0,12,1,1,1,0,5,2.603752926842873,0.08431510232637737,-1.0850142108399516,0.5424900233535523,0.3392771250038494,0.462879779467385,0.7261151540412832,0.9991245742139979
C11917,3414.780266,1.0,0.0,0.0,0.0,8264.603438,0.0,0.0,0.0,0.181818,9,0,9000.0,718.95107,1160.439791,0.0,11,0,0,0,0,9,-5.091476925288403,0.3875741306384926,0.3165612458847952,0.251064379427394,0.4529011864399075,0.8104055427835083,1.4691728926534213,0.11774698491543978
C11918,3478.070041,1.0,2465.92,1676.11,789.81,90.363202,1.0,0.75,1.0,0.083333,1,41,12000.0,955.30285,962.880942,0.0,12,1,1,0,0,3,2.103140725204415,3.3307810981584813,-0.44747434629494165,-0.05761018677180929,-0.5039036718700101,1.2938732917891795,0.8896428815947605,0.8723897074029022
C11919,6378.276044,1.0,0.0,0.0,0.0,4169.593183,0.0,0.0,0.0,0.666667,15,0,10500.0,1376.688305,1539.532191,0.0,12,0,0,0,0,2,-5.605113799880024,1.3116634009411645,0.4574874777635381,0.3465824167595995,0.8738090118554989,0.9671741961646848,0.9316513217074892,0.17010993830569648
C11920,33.07464,0.909091,286.4,231.29,55.11,91.341961,0.5,0.25,0.166667,0.083333,1,6,8500.0,435.600387,188.836554,0.3,12,1,1,0,-1,4,0.7037398481796181,-0.31678948582436195,1.296092949470528,-0.36494595500343635,-0.31596022312826283,1.0583838280196491,0.5238308577583793,0.8098291230105413
C11921,366.68899,1.0,653.21,0.0,653.21,0.0,1.0,0.0,1.0,0.0,0,30,3000.0,276.166583,193.830954,0.0,12,1,1,1,0,5,2.449352065943767,-0.6187166357381731,-1.7243867151968035,1.6484232543857202,0.2666888359678517,0.6042502381615262,0.1633601156153468,0.2450655336322536
C11922,245.17692,1.0,2481.64,0.0,2481.64,0.0,1.0,0.0,1.0,0.0,0,41,4000.0,2261.352187,176.531272,0.916667,12,1,1,1,0,0,3.9103888903486452,-0.1803728522998075,0.7454820778613798,2.5152893008072197,1.3660132334655124,-0.4282509818954076,0.3522428422718645,-0.4238178107192866
C11924,786.483086,1.0,226.9,0.0,226.9,666.779555,0.833333,0.0,0.75,0.166667,4,25,1200.0,1391.068932,187.144712,0.0,12,0,0,0,0,3,-0.5213140627543863,1.0087397436858112,-0.06283580531486145,2.3445031958747986,-0.05839932092966532,-0.7142657798676086,-1.591453314364234,0.3255730564202632
C11925,7.03142,0.454545,502.33,424.0,78.33,0.0,0.416667,0.166667,0.166667,0.0,0,5,2500.0,844.120402,25.455716,0.0,12,1,1,1,0,6,2.6458661154256777,-2.6173448884501638,2.2531902581249112,-0.9457762284881307,-0.18964662244664923,0.17411127336226867,-1.7217345157601232,-0.5140907822928512
C11926,4379.015578,1.0,996.64,860.5,136.14,3632.137219,0.916667,0.666667,0.416667,0.333333,4,27,14500.0,2034.929239,1064.251367,0.0,12,0,0,0,0,3,-0.2714783902763685,4.0592312452750505,1.0706659948829216,-0.11608025088203434,-0.7522587669523617,1.3195093706900296,0.6001941695200042,0.9090019201925532
C11927,167.757298,1.0,320.72,0.0,320.72,0.0,0.916667,0.0,0.916667,0.0,0,20,1200.0,863.485864,186.52878,0.0,12,1,1,1,0,5,2.158936064482736,-1.0763588684160639,-1.1653449729320182,1.6738342927495855,0.6749233605810561,-0.4810640422300957,-0.716858039096634,0.07828816785346579
C11928,1199.555426,0.5,0.0,0.0,0.0,2831.836214,0.0,0.0,0.0,0.1,2,0,3000.0,707.767429,637.97592,0.0,10,0,0,0,0,1,-4.381952029604042,-1.342541066743315,0.4861798612017636,0.14949995268978844,-0.4476043774997721,0.35567316395405074,0.5903986998150071,-0.5682238337247987
C11929,5774.207136,1.0,2102.51,721.67,1380.84,3536.320402,0.916667,0.333333,0.916667,0.083333,7,37,15000.0,4711.567357,1308.759437,0.0,12,1,1,0,0,3,0.5635029141317281,4.359401298666514,0.7669136279680698,0.9855979831675469,-0.24628655674058883,1.4461484914530662,0.20104432423323612,-0.13994857542093125
C11930,41.461969,0.272727,550.08,0.0,550.08,0.0,0.25,0.0,0.166667,0.0,0,4,6000.0,1104.875573,168.561947,1.0,12,1,1,1,0,7,2.300330165810793,-2.6472424691195875,1.8112032378560745,0.45330740436142947,0.6851873549707252,1.213478581268875,0.028138189763874503,-1.4504135900593378
C11931,1383.161918,1.0,0.0,0.0,0.0,55.212259,0.0,0.0,0.0,0.166667,2,0,1500.0,276.630198,504.836908,0.0,12,0,0,0,0,2,-3.6701208534626173,-1.3783080725448829,-1.7206566618621217,-0.3743131414682613,1.0390356335034066,-0.8029045721960923,-0.03888043167474368,0.5347135813940799
C11932,2572.878701,1.0,3975.0,3975.0,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,4000.0,2386.982592,667.024916,0.0,12,1,1,1,0,5,1.8759929770015333,1.280310689187375,-0.5706507972370091,-3.2246889693877594,0.4059840970116081,-0.617174394225482,-0.4171730350723308,-1.0899450365765146
C11933,177.556406,0.818182,2228.35,1600.99,627.36,0.0,0.75,0.666667,0.583333,0.0,0,29,12000.0,1842.340524,110.44378,0.454545,12,1,1,1,0,6,4.095830792612389,0.4774926805704922,2.016114995549633,-0.5527583106521468,0.6489215345544008,0.2765885023101798,0.7390083911025821,0.3487196860846048
C11934,538.995587,1.0,0.0,0.0,0.0,2156.577132,0.0,0.0,0.0,0.166667,2,0,1200.0,3303.660591,303.152869,0.111111,12,0,0,0,0,9,-3.9278777698260043,-0.9388969047753049,1.344479176084671,0.589692208063995,1.4527552129237238,-1.4100616981969898,-0.8433079232466268,0.28286476356106227
C11935,92.816307,1.0,345.66,45.65,300.01,0.0,0.75,0.083333,0.75,0.0,0,10,1000.0,383.914659,192.645506,0.25,12,1,1,1,0,0,2.3105104216899943,-1.2859956118382745,-1.0156250500970174,0.7910964623815733,0.09995516954729929,-0.6088839512357637,-0.5299236051837838,0.6257997351179284
C11936,1247.423771,1.0,0.0,0.0,0.0,503.562164,0.0,0.0,0.0,0.166667,3,0,1500.0,721.897274,273.128967,0.0,12,0,0,0,0,2,-4.055021601734008,-0.9924231294969074,-0.3763573570211887,0.06335092965714113,1.0499573174730805,-1.0310153048528123,-0.5001474178361196,0.4771349481703566
C11937,911.298036,1.0,954.15,425.35,528.8,0.0,0.833333,0.25,0.666667,0.0,0,12,1200.0,283.608489,282.489805,0.0,12,1,1,1,0,5,2.2233681230974174,0.33763796201181584,-2.317833132219834,-0.33011745998768616,-0.33635308881746045,-0.7007616334453851,-0.846457364433791,0.31407048460562637
C11938,98.427228,1.0,389.24,0.0,389.24,0.0,0.666667,0.0,0.583333,0.0,0,11,8500.0,371.314009,178.045751,0.0,12,1,1,1,0,0,1.9274043012556428,-1.1400505632771012,-0.7608425686289211,0.7189426909713248,0.6885016635891882,1.2689923926409101,0.7574926338383415,-0.23622753548654946
C11939,989.993863,0.909091,0.0,0.0,0.0,1110.807913,0.0,0.0,0.0,0.181818,7,0,1200.0,240.088742,283.359039,0.0,11,0,0,0,0,9,-4.53429759813838,-1.1625357694879006,-0.6753064793604919,0.24791656974782636,-0.21754652910218952,-0.8961334908243648,-0.27261744096290014,0.6131261832736762
C11940,69.352136,1.0,636.15,0.0,636.15,0.0,0.833333,0.0,0.75,0.0,0,16,10000.0,837.801642,193.410391,0.333333,12,1,1,1,0,0,2.699171772037189,-0.828133454137726,0.056522061842146185,1.4368040776535198,1.1050483571211456,0.9245514537373731,0.9854778846536317,-0.28592598515201617
C11941,12.029327,0.272727,581.21,0.0,581.21,0.0,0.333333,0.0,0.333333,0.0,0,11,4000.0,1333.87748,32.779615,0.0,12,1,1,1,0,6,2.5041747434580404,-2.9004150853089343,2.174954320616872,0.5196648860630712,0.37386764191482413,1.029149612616155,-1.5752206990256872,-1.4855160429279837
C11942,1265.781431,1.0,1585.79,1257.32,328.47,0.0,1.0,0.416667,1.0,0.0,0,22,3000.0,338.977714,399.110239,0.0,12,1,1,1,0,5,2.9960367032628024,1.0723125687686792,-1.8578329626155605,-0.27209054542802447,-0.31705096331777394,0.14637166220034412,0.10123362383521224,0.6520798804187298
C11943,3682.768495,1.0,1194.15,987.59,206.56,1074.785954,1.0,0.25,0.916667,0.416667,10,52,4050.0,2121.026757,1837.003889,0.0,12,0,0,0,0,3,-0.30614312916084074,4.216238043238077,-0.6857133610562933,1.106007677201048,-0.890577112691626,0.4304873567666901,-0.6839702444731223,0.4695087730548705
C11944,210.993146,0.818182,90.51,90.51,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,1240.766161,230.983088,0.0,12,1,1,1,0,6,0.49797719382724925,-1.7148943357308208,0.5916234267625302,-2.0718964439989898,1.107659897619855,0.4921633800657409,0.2316339754994224,-0.961762023608985
C11945,3171.17541,1.0,109.16,0.0,109.16,4586.702891,0.083333,0.0,0.083333,0.333333,10,1,6000.0,598.08223,1307.447265,0.0,12,0,0,0,0,3,-3.1426686085194504,1.6899598367972961,-0.2309170367668616,0.41972379706327384,-0.4564778060972801,1.386255547063482,-0.24754402917291451,-0.6824861605641177
C11946,311.121985,1.0,744.09,689.09,55.0,0.0,1.0,1.0,0.166667,0.0,0,19,7500.0,652.002188,171.056157,0.0,12,1,1,1,0,0,2.8915140770517116,0.5004796282171627,0.3198351552775671,-1.7376580918455105,0.16961450044367857,0.13675772635501351,0.9539908285903795,1.402601816995745
C11947,3310.573808,1.0,717.14,649.14,68.0,0.0,0.5,0.333333,0.083333,0.0,0,7,12500.0,1372.959063,775.796181,0.0,12,1,1,1,0,5,1.655527087741188,0.9729416545679184,-0.6500898626840385,-2.017724863671162,0.9434436787628679,0.7905230069051286,1.1004413681809486,-0.69602386715787
C11948,408.948673,0.272727,0.0,0.0,0.0,1871.859929,0.0,0.0,0.0,0.083333,1,0,10000.0,3902.376688,124.094651,0.090909,12,0,0,0,0,1,-3.146646424838012,-1.9656441189412592,3.7262500605448454,0.2175709675925725,1.4749811270748567,1.1812975362330083,-0.10442445966904221,-0.7696841326553299
C11949,131.342635,0.636364,1160.65,1160.65,0.0,0.0,0.5,0.5,0.0,0.0,0,8,13000.0,1113.408654,93.234625,0.3,12,1,1,1,0,6,2.608571227054109,-0.8170629587732822,2.2351578721788035,-2.405711352104041,0.41024818727309176,0.5894462793511791,0.5565783677368609,-0.11494256274216111
C11950,365.005559,1.0,421.04,341.0,80.04,0.0,0.333333,0.083333,0.333333,0.0,0,6,4000.0,1386.413639,110.535797,0.0,12,1,1,1,0,6,1.9356282880373819,-0.7311357180965603,0.5743549569683198,-0.860717508847653,0.9531656965685738,-0.2594294222560852,-0.3465539257280781,-0.6570003629462756
C11951,26.599993,0.545455,329.38,23.65,305.73,0.0,0.333333,0.083333,0.25,0.0,0,7,10500.0,1034.7342,222.733821,1.0,12,1,1,1,0,6,2.368849602734103,-1.9223788060312066,1.6394603189894381,0.13474545896448928,0.9589324943184937,1.1053498023816088,0.9548550797011889,-0.5428488392950248
C11952,1117.461472,1.0,0.0,0.0,0.0,1377.191285,0.0,0.0,0.0,0.714286,11,0,1500.0,171.694194,149.40891,0.0,7,0,0,0,0,9,-5.283654542628056,-0.829707000790104,0.20346809493215715,0.9532065851274681,-2.449424935300711,-2.055356925747021,1.298022559376808,-0.18075853445221707
C11953,26.216029,0.545455,615.16,0.0,615.16,0.0,0.833333,0.0,0.833333,0.0,0,44,14000.0,1560.047704,81.334001,0.363636,12,1,1,1,0,6,3.22896108422567,-1.4831387472439084,1.724813223338099,1.800694917122746,1.1276704914961728,1.3945536510904681,0.45186891565023973,-0.6352410079548797
C11954,1106.697298,1.0,1260.13,1260.13,0.0,0.0,0.2,0.2,0.0,0.0,0,3,6500.0,1556.574701,238.440314,0.0,10,1,1,1,0,8,1.554136034343175,-0.14187636625858766,0.530166540066063,-2.628943190976058,-0.12466846677989533,-0.651642749025567,0.7795277687522353,-1.724126654959706
C11955,2205.471982,1.0,3278.42,1640.05,1638.37,0.0,1.0,0.666667,1.0,0.0,0,147,6000.0,2726.198575,966.350823,0.0,12,1,1,1,0,5,3.671220829884082,2.487702894543776,-1.0522473200261557,-0.14936577091135717,0.5456939200781448,0.22240711102764582,0.5601711822341624,0.3699085513080946
C11956,1722.910058,1.0,45.45,45.45,0.0,1654.212185,0.083333,0.083333,0.0,0.416667,5,2,4000.0,511.525617,439.577818,0.0,12,0,0,0,0,3,-3.0776935171857716,0.8662692534571395,0.4538217256199662,-0.6707698930590482,-0.44705461916038824,0.4486901647581561,-0.26925699941095527,0.4041399602016171
C11957,1672.969871,1.0,0.0,0.0,0.0,74.812657,0.0,0.0,0.0,0.083333,1,0,2100.0,341.940624,754.672615,0.0,12,0,0,0,0,2,-3.585015668701123,-1.2837209035886974,-1.666756205540584,-0.47744290763771485,1.2805864927570099,-0.45514319574455103,0.3483855966124989,0.3711442436407481
C11958,1333.896193,1.0,233.31,0.0,233.31,1432.955059,1.0,0.0,0.857143,0.285714,3,7,1500.0,310.700827,298.330185,0.0,7,0,0,0,0,4,-1.3189191785118275,1.257811061615312,-1.0858509680938682,2.62325365099389,-3.1659470829043395,-1.5196266684880555,0.6522863287141559,-1.0566521654411858
C11959,1329.826951,1.0,1304.96,1304.96,0.0,18.427395,0.25,0.25,0.0,0.083333,1,7,7500.0,625.414678,402.131301,0.0,12,1,1,0,0,3,0.5445986252242299,0.7992651400851448,0.132658658512326,-2.3699021584391344,-0.1914940150184516,0.6781324005287759,0.27391444225307837,-0.19154675332124602
C11960,117.063942,0.909091,1035.05,64.9,970.15,0.0,0.75,0.083333,0.666667,0.0,0,10,3000.0,1336.493092,154.164663,0.777778,12,1,1,1,0,6,3.3088138837868635,-0.7926133131814953,0.8945559334200345,0.9496581487172412,0.8010539392771079,-0.4351000929659683,0.017138170326326616,-0.20530379272289084
C11961,559.151424,1.0,94.0,94.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,5500.0,254.733329,218.279194,0.0,12,1,1,1,0,5,0.433417842784506,-1.3355000436381081,-0.6270813496771938,-2.12724475604472,0.6287781010247895,0.3201953027130762,0.8998499966958982,0.38915846229042256
C11962,10.160744,0.636364,82.04,0.0,82.04,0.0,0.5,0.0,0.5,0.0,0,6,2000.0,139.914571,153.668941,0.0,12,1,1,1,0,7,1.121667856753793,-3.10947375614338,-0.9800993820977388,0.5768418305972984,-0.190676331392353,1.0786229054013272,-0.37063738113383,0.336936731103411
C11963,5206.452425,1.0,0.0,0.0,0.0,3256.756231,0.0,0.0,0.0,0.375,6,0,9500.0,996.182712,1093.098388,0.0,8,0,0,0,0,9,-5.212087650309447,0.46309655323296306,0.3758646145125791,0.41719639500756184,-0.6487171092577686,-0.3623612870591545,2.583995216995386,-1.03004348737173
C11964,2623.967336,1.0,3005.89,2438.85,567.04,0.0,0.916667,0.75,0.75,0.0,0,40,5500.0,1245.201203,679.379333,0.0,12,1,1,1,0,5,3.2864612015889647,2.1524900751265377,-1.2097487269223852,-1.0318281866226866,0.1550144559492681,0.11921368595244113,0.4533222289309021,0.3893131997384957
C11965,2297.324675,1.0,4474.43,3544.31,930.12,1508.526487,0.916667,0.75,0.416667,0.166667,3,44,5500.0,9481.484058,846.555233,0.083333,12,1,1,0,0,3,1.3377827217334497,4.206143919630681,1.7360473522145252,-0.12396431469199207,-0.37690562407335415,-0.07234025848921581,-0.6884028700738601,0.24745526715352764
C11966,7248.040967,1.0,0.0,0.0,0.0,3990.963781,0.0,0.0,0.0,0.666667,24,0,8500.0,2645.690806,2530.438744,0.0,12,0,0,0,0,2,-5.834352292382679,1.7455411963870677,0.2124701111263422,0.3636156400800749,1.0617342398826146,0.610237288696734,0.6078148034676492,-0.12053407850513344
C11967,1917.977989,1.0,0.0,0.0,0.0,6022.786892,0.0,0.0,0.0,0.083333,1,0,6500.0,7189.695757,626.075406,0.166667,12,0,0,0,0,9,-3.9363344386071075,-0.08578436826247177,1.9487742947658626,0.36960274629421375,2.2759166197337053,-0.2500382993677363,0.601625768258093,-0.33113032565547385
C11968,206.376314,1.0,1886.21,1230.31,655.9,0.0,1.0,1.0,1.0,0.0,0,65,3000.0,2089.598011,170.955794,0.083333,12,1,1,1,0,0,4.215119477300843,1.1195111435179792,0.6210117294153761,-0.06007621834079351,0.2973638754785985,-0.7118683114038897,-0.066354723858692,1.309623979667649
C11969,5283.566994,1.0,202.31,116.09,86.22,1564.285475,0.333333,0.166667,0.166667,0.666667,17,5,9500.0,1384.838966,1266.931932,0.0,12,0,0,0,0,3,-2.420785929394473,3.0635204231821667,0.48451369047265064,0.010786697551499653,-0.5589410562416953,1.2151930978173222,0.022080097432340014,-0.09593214738517902
C11970,102.055178,0.727273,999.19,586.29,412.9,0.0,0.583333,0.25,0.416667,0.0,0,16,7500.0,2181.215224,148.095996,0.875,12,1,1,1,0,6,3.4183891245436637,-0.6068419695537784,2.1216888171493777,-0.0438711862787409,1.0055332160844352,0.04993844071215164,0.5235312882632556,-0.2258543261527059
C11971,3360.689054,1.0,794.1,0.0,794.1,8095.180408,0.833333,0.0,0.75,0.666667,10,10,9500.0,4897.570343,1460.924018,0.0,12,0,0,0,0,3,-1.5618778824031199,3.704464746413442,0.9479431224357566,2.4523536136505037,-0.4116758464111509,1.572457999937119,-0.4199594299785492,-0.8081550715017883
C11972,1046.787477,1.0,517.08,282.6,234.48,0.0,0.75,0.333333,0.583333,0.0,0,13,1200.0,477.482016,345.156866,0.0,12,1,1,1,0,5,1.8057368525795368,0.38844481593016933,-2.2169330431623187,-0.5401148526771127,0.07160753483733551,-1.0166197395362357,-0.761742926565387,0.35899265327051755
C11973,869.091492,1.0,438.22,263.5,174.72,0.0,0.416667,0.25,0.166667,0.0,0,6,3000.0,336.521212,381.780101,0.0,12,1,1,1,0,5,1.4622499567504847,-0.27986520475313986,-1.3972448352295042,-1.3681753188216927,0.165960412357255,0.15245383299634155,0.1248512903433534,0.00845360315853222
C11974,5292.905315,1.0,5539.68,2603.79,2935.89,0.0,1.0,0.916667,1.0,0.0,0,273,6000.0,3597.677582,3838.484817,0.0,12,1,1,1,0,5,3.4011475410588488,3.684316350939692,-2.240982017016722,-0.5890160686255043,0.5743586462307244,0.07615355349612903,0.6412713009234081,0.20267281109722954
C11975,1856.325339,0.818182,670.5,516.9,153.6,5603.126858,0.545455,0.272727,0.363636,0.727273,107,9,7000.0,9221.922948,537.180986,0.142857,11,0,0,0,0,4,-1.1542264791300325,3.4095807009849555,3.2386686903926987,0.8062046570592711,-1.0280284555626769,0.294526767814287,-0.6807812685489377,-0.6564657961842298
C11976,127.240494,1.0,760.36,89.0,671.36,0.0,1.0,0.083333,1.0,0.0,0,17,2500.0,371.387459,176.24916,0.090909,12,1,1,1,0,6,2.9839072551579786,-0.5093564102834898,-1.0213428700199896,1.0060156739627173,-0.02731344044001614,0.268480267573551,-0.09971181003195316,0.49077175660616246
C11977,2282.814895,1.0,1522.72,1059.38,463.34,1905.919704,1.0,0.833333,1.0,0.25,3,38,9500.0,4419.287987,613.846694,0.0,12,1,1,0,0,3,1.0631712447262924,4.055094269445919,1.5636173761232912,0.7050060115179964,-0.4815634990737145,0.6962368746142753,0.06091176368534466,0.9508957448412896
C11978,859.07875,1.0,0.0,0.0,0.0,909.986628,0.0,0.0,0.0,0.166667,2,0,3500.0,1408.880515,244.822266,0.0,12,0,0,0,0,2,-3.725222956130457,-1.0541031538187908,1.0790564111712457,0.1876926014489128,1.401768158038396,-0.25406767259644664,0.16813966624762386,0.3488310564754385
C11979,5403.208353,1.0,1085.85,1025.19,60.66,1252.18184,0.5,0.5,0.166667,0.583333,18,19,6000.0,1572.554124,1921.636378,0.0,12,0,0,0,0,3,-1.4549552291018508,4.186764902598676,-0.02483916804252508,-0.6869858894696657,-1.0978280788063257,0.5619907702122714,-0.4386822917666361,0.3883295189098393
C11980,1941.539209,1.0,1366.74,95.94,1270.8,0.0,1.0,0.083333,1.0,0.0,0,20,6300.0,495.133413,500.750411,0.0,12,1,1,1,0,5,2.745239604789694,0.9267619891990408,-1.8401341865926817,0.5650964299564903,0.2988392865704983,0.9602234081062608,0.5585486078497653,-0.3113484274792074
C11981,5418.305735,1.0,0.0,0.0,0.0,5051.791781,0.0,0.0,0.0,0.666667,29,0,8000.0,1476.335057,1555.563621,0.0,12,0,0,0,0,2,-5.786804422263607,1.4066544965144645,0.4480083614732556,0.4646213146097508,0.7267104370371794,0.7600688856569537,0.6101918688449233,0.23393410072158075
C11982,11955.30817,1.0,0.0,0.0,0.0,2108.302563,0.0,0.0,0.0,0.666667,22,0,13000.0,3933.35535,5601.587776,0.0,12,0,0,0,0,2,-5.782925863828299,2.0845859655176864,-0.11974839011164733,0.1541159070487405,1.4457667885880017,0.9005516139478666,1.0345655255036552,-0.48584592085198164
C11983,1224.513636,1.0,529.34,186.03,343.31,1108.666511,0.833333,0.166667,0.583333,0.25,6,17,1200.0,467.463129,856.600588,0.0,12,0,0,0,0,3,-0.8424827945155616,2.4466620335895786,-1.4593937516768538,0.9202858877228148,-1.310907913446347,-0.25611115643485893,-1.4851745548579451,0.7297838808048578
C11984,817.793943,1.0,478.28,189.03,289.25,945.547556,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11,1,1,0,0,4,-0.22893499774669804,1.159365378640131,0.2201669792668691,0.2714718795226294,-1.2003146473063038,-0.10246120407005864,-0.5278521895530058,0.058774385601372214
C11985,4382.112084,1.0,294.75,0.0,294.75,4945.02074,0.75,0.0,0.75,0.916667,25,11,4000.0,6445.786897,6059.764322,0.0,12,0,0,0,0,3,-2.856572282099023,4.274423393382733,-0.6570510826853588,2.395098673497293,-0.3245968576276174,0.716463524222002,-0.9712261612581005,-0.7686298662491541
